avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,employee_id
244,NULL,NULL,0.838858,6,NULL,medium,0.098135,Left,4,112923
255,D00-SS,NULL,0.965766,4,NULL,low,0.741425,Left,6,117995
136,D00-ENG,NULL,0.466807,2,NULL,medium,0.37805,Left,3,122121
181,D00-ENG,NULL,0.921137,2,NULL,medium,0.894447,Left,5,119451
134,#NAME?,NULL,0.508337,2,NULL,medium,0.456376,Left,3,124194
228,D00-SP,NULL,0.999017,4,NULL,medium,0.825387,Left,5,114099
157,D00-IT,NULL,0.496474,2,NULL,low,0.439862,Left,3,124157
154,D00-FN,NULL,NULL,2,NULL,medium,0.449009,Left,3,118172
266,D00-ENG,1,0.857333,6,NULL,low,0.107394,Left,4,124766
140,D00-SS,NULL,0.470909,2,NULL,low,0.375037,Left,3,116873
283,D00-SP,NULL,0.813192,6,NULL,medium,0.0790388,Left,5,122717
307,D00-IT,NULL,0.905708,7,NULL,low,0.125275,Left,4,111323
269,D00-SS,NULL,0.961684,5,NULL,medium,0.723119,Left,5,114089
165,D00-SP,NULL,0.826183,6,NULL,low,0.509311,Left,6,112629
288,D00-SP,NULL,0.957496,6,NULL,medium,0.0684884,Left,4,115500
257,D00-ENG,NULL,0.954546,5,NULL,medium,0.824469,Left,5,122570
279,D00-ENG,NULL,0.97356,6,NULL,low,0.147722,Left,4,124711
258,D00-SP,NULL,0.94184,5,NULL,low,0.909107,Left,5,122095
284,D00-SS,NULL,0.926052,6,NULL,low,0.0840148,Left,4,113351
236,D00-SS,NULL,0.892227,5,NULL,low,0.869753,Left,5,123220
156,D00-ENG,NULL,0.427001,2,NULL,low,0.494285,Left,3,115417
249,D00-ENG,NULL,0.814469,5,NULL,low,0.713844,Left,5,125904
192,D00-FN,NULL,1,4,NULL,low,0.198123,Left,4,124465
146,D00-SP,NULL,0.446707,2,NULL,low,0.396179,Left,3,115254
301,D00-IT,NULL,0.816023,6,NULL,medium,0.0735235,Left,5,115638
144,D00-FN,NULL,0.469745,2,NULL,low,0.384879,Left,3,127161
154,D00-SS,NULL,NULL,2,NULL,low,0.420521,Left,3,114108
279,D00-SS,NULL,0.832246,6,NULL,low,0.0503368,Left,4,121046
149,D00-SP,NULL,0.579038,2,NULL,low,0.417611,Left,3,127338
136,D00-ENG,NULL,0.488114,2,NULL,low,0.393449,Left,3,121149
282,D00-ENG,NULL,0.85579,6,NULL,medium,0.131401,Left,4,122464
151,D00-ENG,NULL,NULL,2,NULL,low,0.419818,Left,3,127269
287,D00-SS,NULL,0.821559,5,NULL,low,0.145731,Left,4,119538
127,D00-SP,1,0.532574,2,NULL,low,0.397773,Left,3,123276
132,D00-PR,NULL,0.485557,2,NULL,low,0.445789,Left,3,126260
286,D00-SS,NULL,0.864143,7,NULL,low,0.0967901,Left,4,122641
286,D00-SP,NULL,0.84759,6,NULL,low,0.0864551,Left,4,128130
148,D00-MT,1,0.48607,2,NULL,low,0.357934,Left,3,116753
245,D00-SP,NULL,0.944478,5,NULL,medium,0.920771,Left,5,129529
264,D00-ENG,NULL,0.875616,6,NULL,medium,0.0635948,Left,4,125654
272,D00-ENG,NULL,0.804361,5,NULL,medium,0.845383,Left,6,112942
257,D00-SS,NULL,0.971011,5,NULL,low,0.829357,Left,6,123989
253,D00-SS,NULL,0.850341,6,NULL,medium,0.112386,Left,4,120746
275,D00-SP,NULL,0.803078,7,NULL,medium,0.138814,Left,4,122893
247,D00-SS,NULL,0.587022,2,NULL,medium,0.0951208,Left,4,117383
131,D00-SS,NULL,0.520728,2,NULL,low,0.413425,Left,3,121681
140,D00-SS,NULL,0.45402,2,NULL,medium,0.334903,Left,3,118365
267,#NAME?,NULL,0.785357,5,NULL,low,0.927001,Left,5,119515
135,D00-SS,NULL,0.543421,2,NULL,low,0.423005,Left,3,115657
250,D00-AD,NULL,0.913081,5,NULL,medium,0.172889,Left,4,114488
258,D00-SP,NULL,0.935496,5,NULL,low,0.860482,Left,5,120295
126,D00-TP,NULL,NULL,2,NULL,low,NULL,Left,NULL,115235
148,D00-SS,NULL,0.524534,2,NULL,low,0.411353,Left,3,112782
254,D00-SS,NULL,0.906772,5,NULL,low,0.768442,Left,6,116244
269,D00-FN,NULL,0.931232,7,NULL,medium,0.141092,Left,4,122390
130,D00-FN,NULL,0.419646,2,NULL,low,0.386689,Left,3,113346
151,D00-SS,NULL,NULL,2,NULL,medium,0.321574,Left,3,118920
148,D00-SS,NULL,0.525892,2,NULL,low,0.410287,Left,3,116048
276,D00-FN,NULL,0.850814,7,NULL,low,0.0662955,Left,4,126572
153,D00-SP,NULL,0.515227,2,NULL,low,0.338424,Left,3,123074
147,D00-SS,NULL,0.494166,2,NULL,medium,0.480487,Left,3,111152
152,D00-SS,NULL,0.500077,2,NULL,medium,0.373492,Left,3,111963
309,D00-ENG,NULL,0.901192,6,NULL,medium,0.134758,Left,4,112823
131,NULL,1,NULL,2,NULL,medium,0.326496,Left,3,113714
255,D00-IT,1,0.993674,4,NULL,low,0.937376,Left,5,123512
232,D00-ENG,NULL,0.881695,5,NULL,low,0.881382,Left,5,121530
245,D00-IT,NULL,0.919795,6,NULL,low,0.0921256,Left,4,121283
149,D00-SS,NULL,0.591047,2,NULL,low,0.477208,Left,3,126495
130,D00-SS,NULL,NULL,2,NULL,low,0.357568,Left,3,118109
223,D00-SP,NULL,0.975591,4,NULL,low,0.742119,Left,6,114758
155,D00-ENG,NULL,0.528359,2,NULL,medium,0.438285,Left,3,123446
309,D00-SS,NULL,0.863702,6,NULL,medium,0.159876,Left,4,127385
150,NULL,NULL,0.5594,2,NULL,low,0.444264,Left,3,127519
267,D00-PD,NULL,1,4,NULL,low,0.82105,Left,5,126598
239,D00-SP,NULL,0.853945,5,NULL,low,0.863081,Left,5,114078
140,D00-IT,NULL,0.462999,2,NULL,low,0.351448,Left,3,121547
274,D00-SP,NULL,0.754134,6,NULL,medium,0.0671842,Left,4,110267
219,D00-SS,NULL,0.833569,5,NULL,low,0.845179,Left,5,122877
292,D00-ENG,NULL,0.771532,6,1,low,0.0644347,Left,4,112342
254,D00-SS,NULL,1,5,NULL,low,0.787197,Left,5,114883
140,D00-SS,NULL,0.450076,2,NULL,low,0.355018,Left,3,113755
227,D00-SS,NULL,0.803558,5,NULL,low,0.722984,Left,5,117114
285,D00-SP,NULL,0.95014,6,NULL,medium,0.0739388,Left,4,120605
267,D00-SS,NULL,0.836857,6,NULL,medium,0.105868,Left,4,129272
130,D00-SP,1,0.835096,5,NULL,medium,0.949832,Left,4,116570
277,D00-SS,1,0.715454,4,NULL,medium,0.17447,Left,5,127666
181,D00-ENG,NULL,0.967347,2,NULL,medium,0.876393,Left,5,116956
147,D00-MT,NULL,0.498369,2,NULL,low,0.374465,Left,3,122511
160,D00-SS,NULL,0.471791,2,NULL,medium,0.406664,Left,3,113306
181,D00-ENG,NULL,0.943981,2,NULL,medium,0.882976,Left,5,111490
244,D00-SS,NULL,0.807119,5,NULL,low,0.730152,Left,6,124315
159,D00-SS,NULL,0.411814,2,NULL,medium,0.37924,Left,3,117902
219,D00-PD,NULL,0.959888,4,NULL,medium,0.876391,Left,6,110153
246,D00-SS,NULL,0.936701,4,NULL,low,0.82398,Left,5,121726
282,D00-ENG,NULL,0.898122,7,NULL,low,0.0603294,Left,5,123956
250,D00-PD,NULL,0.850327,7,NULL,low,0.074683,Left,4,124929
152,D00-PD,NULL,0.555577,2,NULL,medium,0.500259,Left,3,118942
290,D00-SP,NULL,0.858684,6,NULL,low,0.0963616,Left,4,118660
254,D00-SS,1,0.938549,6,NULL,medium,0.167459,Left,4,120272
146,D00-IT,NULL,0.494594,2,NULL,medium,0.36504,Left,3,126890
142,D00-PD,NULL,NULL,2,NULL,low,0.409234,Left,3,129277
157,D00-SP,NULL,0.415876,2,NULL,medium,0.419622,Left,3,111506
139,D00-MN,NULL,0.561264,4,1,low,0.815411,Left,3,128233
140,NULL,NULL,0.509489,2,NULL,low,0.407935,Left,3,114022
136,NULL,NULL,0.51754,2,NULL,medium,0.423279,Left,3,117850
65,D00-TP,NULL,NULL,1,NULL,high,NULL,Left,NULL,122769
140,D00-PD,NULL,0.439628,2,NULL,low,0.472785,Left,3,110334
145,D00-SS,NULL,0.523354,2,NULL,low,0.390568,Left,3,122196
306,D00-SP,NULL,0.791676,6,NULL,low,0.143209,Left,4,114732
153,D00-PD,NULL,0.493435,2,NULL,medium,0.492123,Left,3,127663
256,D00-SP,NULL,0.973377,5,NULL,low,0.860673,Left,5,115161
129,D00-PD,NULL,0.528489,2,NULL,low,0.435509,Left,3,118332
156,D00-ENG,NULL,0.53334,2,NULL,low,0.353424,Left,3,113683
249,D00-ENG,NULL,0.81377,5,NULL,medium,0.532542,Left,4,123002
279,D00-PR,NULL,0.899495,7,NULL,medium,0.110324,Left,4,128007
267,D00-ENG,NULL,0.88944,5,NULL,medium,0.856007,Left,5,114607
149,D00-SS,NULL,0.492048,2,NULL,low,0.400385,Left,3,111426
257,D00-FN,NULL,1,4,NULL,medium,0.865131,Left,5,112922
148,D00-SS,NULL,0.448368,2,NULL,low,0.506267,Left,3,128121
259,D00-FN,NULL,0.811918,5,NULL,low,0.913081,Left,5,122494
133,D00-SS,NULL,0.540028,2,NULL,low,0.445792,Left,3,129968
155,D00-IT,NULL,NULL,2,NULL,low,0.375834,Left,3,119953
233,D00-SP,1,0.773724,4,NULL,low,0.851413,Left,4,120814
155,D00-SP,NULL,0.537898,2,NULL,low,0.345641,Left,3,111268
137,D00-MT,NULL,0.499224,2,NULL,medium,0.431535,Left,3,122098
293,D00-MT,NULL,0.854579,6,NULL,medium,0.0545491,Left,5,117626
148,D00-SP,NULL,0.500283,2,NULL,low,0.431431,Left,3,114930
152,D00-SS,NULL,0.48698,2,NULL,medium,0.33034,Left,3,110332
147,D00-SS,NULL,0.568631,2,NULL,medium,0.394789,Left,3,115320
132,D00-PD,NULL,NULL,2,NULL,low,0.415451,Left,3,124713
129,D00-ENG,NULL,0.513554,2,NULL,medium,0.477989,Left,3,116399
264,D00-ENG,NULL,0.806329,6,NULL,low,0.130812,Left,4,127255
147,D00-SS,NULL,NULL,2,NULL,medium,0.403552,Left,3,129295
308,NULL,NULL,0.899341,7,NULL,medium,0.0871585,Left,5,126051
297,NULL,NULL,0.845922,6,NULL,medium,0.108951,Left,4,114153
158,D00-SP,NULL,0.524137,2,NULL,medium,0.450892,Left,3,112651
153,D00-SP,NULL,NULL,2,NULL,low,0.38378,Left,3,112749
256,D00-SS,NULL,0.865061,4,NULL,high,0.934527,Left,5,112605
257,NULL,NULL,0.664783,4,NULL,low,0.109201,Left,3,112817
135,D00-SS,NULL,0.547706,2,NULL,low,0.506959,Left,3,123250
309,D00-ENG,NULL,0.898287,6,NULL,medium,0.0777053,Left,4,126387
244,NULL,NULL,0.803782,7,NULL,medium,0.162268,Left,5,115710
135,D00-SS,NULL,0.475386,2,NULL,low,0.426055,Left,3,127613
257,D00-SS,NULL,0.909612,5,NULL,low,0.834201,Left,5,122594
271,D00-SS,NULL,0.987592,6,NULL,low,0.135684,Left,4,114297
228,D00-SS,NULL,0.953012,4,NULL,low,0.896019,Left,5,124577
159,D00-SS,NULL,0.563008,2,NULL,low,0.433556,Left,3,117532
134,D00-ENG,NULL,0.763889,4,NULL,low,0.478137,Left,3,114306
233,NULL,NULL,1,5,NULL,medium,0.957468,Left,5,118010
222,D00-PD,NULL,0.914559,5,NULL,low,0.89439,Left,6,112889
229,NULL,NULL,0.96636,4,NULL,medium,0.869165,Left,6,125563
145,D00-ENG,NULL,0.524136,2,NULL,low,0.497612,Left,3,125146
302,D00-IT,NULL,0.854676,7,NULL,medium,0.0502464,Left,5,128136
296,D00-SS,NULL,0.785743,7,NULL,low,0.0668704,Left,4,126995
155,NULL,NULL,0.529512,2,NULL,medium,0.441061,Left,3,126357
281,D00-SS,NULL,0.682387,6,NULL,medium,0.161742,Left,5,121717
131,D00-SP,NULL,0.530691,2,NULL,medium,0.420331,Left,3,128945
142,NULL,NULL,NULL,2,NULL,medium,0.425657,Left,3,114170
217,D00-SS,NULL,0.956739,4,NULL,medium,0.883881,Left,5,121533
138,D00-FN,NULL,0.802477,4,NULL,medium,0.492287,Left,3,129577
261,D00-SS,NULL,0.857789,5,NULL,low,0.802307,Left,5,125110
274,D00-SS,NULL,0.768977,6,NULL,low,0.109097,Left,4,110349
156,D00-FN,NULL,0.51375,2,NULL,high,0.35609,Left,3,126699
135,D00-SS,NULL,0.485912,2,NULL,low,0.47448,Left,3,115615
219,D00-SS,NULL,0.959069,4,NULL,low,0.823709,Left,5,113883
227,D00-SS,1,0.812506,5,NULL,medium,0.793791,Left,5,117878
160,D00-SS,1,0.49539,2,1,low,0.513384,Left,3,120356
135,D00-FN,NULL,0.467866,2,NULL,medium,0.398806,Left,3,114151
310,D00-ENG,NULL,0.75105,6,NULL,medium,0.0637362,Left,4,129084
255,D00-ENG,NULL,0.986099,6,NULL,low,0.166139,Left,4,118288
262,D00-SS,NULL,0.890931,5,NULL,medium,0.831463,Left,6,110709
296,D00-ENG,NULL,0.976862,7,NULL,low,0.10881,Left,4,121934
149,D00-SS,NULL,0.517206,2,NULL,low,0.396555,Left,3,119386
257,D00-ENG,NULL,0.963915,5,NULL,medium,0.912589,Left,5,118353
241,D00-SS,NULL,1,5,NULL,low,0.719759,Left,5,128677
150,D00-SP,NULL,0.542705,2,NULL,low,0.485358,Left,3,110778
131,D00-SS,NULL,0.571701,2,NULL,low,0.330653,Left,3,126138
262,D00-ENG,1,0.913076,6,NULL,low,0.103638,Left,4,125520
278,D00-SS,NULL,0.862237,7,NULL,low,0.0979844,Left,4,128971
158,NULL,NULL,0.481851,2,NULL,low,0.402155,Left,3,118181
232,D00-PD,NULL,0.99044,4,NULL,medium,0.905487,Left,5,122542
307,D00-SP,NULL,0.908472,5,NULL,low,0.164183,Left,4,118776
244,NULL,NULL,0.782324,7,NULL,medium,0.133849,Left,5,113097
147,D00-SS,NULL,0.54172,2,NULL,low,0.489437,Left,3,117260
237,D00-SS,NULL,0.80496,5,NULL,medium,0.74484,Left,5,110675
140,D00-SP,NULL,0.457325,2,NULL,low,0.360823,Left,3,122448
127,D00-SS,NULL,0.587763,2,NULL,low,0.429998,Left,3,120817
244,D00-FN,NULL,0.857182,6,NULL,low,0.17876,Left,4,129301
149,D00-MT,NULL,NULL,2,NULL,low,0.495922,Left,3,124796
258,D00-ENG,NULL,0.874213,6,NULL,low,0.155678,Left,4,122722
143,D00-MT,NULL,NULL,2,NULL,low,0.335643,Left,3,124227
127,D00-SS,NULL,0.575335,2,NULL,medium,0.450781,Left,3,126627
137,D00-SS,NULL,0.512045,2,NULL,medium,0.466096,Left,3,125797
129,D00-IT,NULL,0.502333,2,NULL,medium,0.439557,Left,3,127127
243,D00-ENG,NULL,0.922086,5,NULL,medium,0.779212,Left,6,120653
251,D00-MT,NULL,0.980793,4,NULL,medium,0.837694,Left,5,126473
263,D00-MT,1,0.921653,4,NULL,low,0.792673,Left,5,125995
219,D00-SP,NULL,0.832347,6,NULL,low,0.286379,Left,5,122854
264,D00-SP,NULL,0.89679,4,NULL,medium,0.815085,Left,5,125909
127,#NAME?,NULL,0.559907,2,NULL,medium,0.440033,Left,3,119346
302,D00-PR,NULL,0.941662,6,NULL,low,0.101439,Left,4,114446
161,D00-IT,NULL,0.541106,2,NULL,low,0.387751,Left,3,124430
144,D00-PD,1,0.403695,2,NULL,low,0.408647,Left,3,129826
141,D00-MT,NULL,NULL,2,NULL,medium,0.442755,Left,3,128439
245,D00-IT,NULL,1,6,NULL,low,0.10924,Left,4,120330
133,D00-ENG,NULL,0.576318,2,NULL,low,0.433938,Left,3,122359
141,D00-SS,1,0.500763,2,NULL,low,0.423381,Left,3,116716
292,D00-SP,NULL,0.869592,6,NULL,low,0.0608519,Left,4,118611
153,D00-MN,NULL,NULL,2,NULL,low,0.471548,Left,3,119681
254,D00-SS,NULL,1,7,NULL,low,0.0901558,Left,4,127209
135,D00-SS,NULL,0.538629,2,NULL,low,0.451085,Left,3,128474
275,D00-MN,NULL,0.802382,6,NULL,low,0.158134,Left,4,119898
239,D00-SS,NULL,0.875509,5,NULL,low,0.817851,Left,5,129985
269,D00-ENG,NULL,0.895101,5,NULL,low,0.886346,Left,5,124236
150,D00-SP,1,0.491126,2,NULL,medium,0.330838,Left,3,112692
261,D00-SS,NULL,0.830262,5,NULL,low,0.852001,Left,5,113504
126,NULL,NULL,0.59959,2,NULL,low,0.372856,Left,3,129486
282,D00-MT,NULL,0.708557,2,NULL,low,0.362735,Left,5,115985
154,D00-ENG,NULL,0.484219,2,NULL,low,0.341997,Left,3,124966
222,D00-IT,NULL,0.872098,5,NULL,low,0.835468,Left,5,129368
247,D00-ENG,NULL,0.872026,6,NULL,low,0.152731,Left,4,120779
232,D00-ENG,NULL,1,4,NULL,medium,0.78583,Left,5,121380
131,D00-SS,NULL,0.929321,3,NULL,low,0.597229,Left,4,128313
141,D00-MT,NULL,0.46087,2,NULL,medium,0.405097,Left,3,111325
259,D00-PD,NULL,0.97294,5,NULL,low,0.780662,Left,6,120385
292,D00-SP,NULL,0.794585,6,NULL,low,0.166041,Left,4,112520
239,D00-PD,NULL,0.862413,4,NULL,low,0.836953,Left,5,121918
284,D00-SS,NULL,0.875488,6,NULL,medium,0.112887,Left,4,116074
243,D00-ENG,NULL,0.924724,5,NULL,medium,0.951582,Left,5,129340
243,D00-SP,NULL,0.923613,5,NULL,medium,0.858164,Left,5,125669
140,D00-SS,NULL,0.514718,2,NULL,low,0.348528,Left,3,118711
228,D00-SP,NULL,0.90043,4,NULL,low,0.847555,Left,5,126454
139,D00-MT,NULL,0.519777,2,NULL,low,0.372463,Left,3,110219
285,D00-ENG,NULL,0.843965,7,NULL,low,0.0727256,Left,4,117212
143,D00-SS,NULL,0.528891,2,NULL,medium,0.517272,Left,3,119189
137,D00-SS,NULL,NULL,2,NULL,low,0.336364,Left,3,121237
155,D00-SS,NULL,0.549477,2,NULL,low,0.361909,Left,3,120830
154,D00-SP,1,NULL,2,NULL,medium,0.417145,Left,3,113952
272,D00-PR,NULL,0.865514,6,NULL,low,0.135555,Left,5,128391
147,D00-SP,NULL,0.579625,2,NULL,low,0.405905,Left,3,118549
269,D00-SS,NULL,0.87432,6,NULL,low,0.0413017,Left,4,118323
267,D00-SP,1,0.997094,6,NULL,low,0.0777474,Left,4,113606
151,D00-FN,NULL,0.472944,2,NULL,medium,0.49467,Left,3,122178
280,D00-SS,NULL,0.736121,6,NULL,medium,0.131128,Left,4,123241
253,D00-MT,NULL,1,4,NULL,low,0.799626,Left,5,117841
140,NULL,NULL,0.508459,2,NULL,low,0.469581,Left,3,121894
261,D00-FN,NULL,0.876483,6,NULL,medium,0.0933143,Left,4,119500
156,D00-SS,NULL,NULL,2,NULL,medium,0.473579,Left,3,117648
301,D00-ENG,NULL,0.852677,6,NULL,low,0.114285,Left,4,112331
268,D00-ENG,NULL,0.917065,6,NULL,medium,0.0715477,Left,4,117967
152,D00-ENG,NULL,0.553169,2,NULL,medium,0.34708,Left,3,114165
255,D00-ENG,NULL,0.499453,3,NULL,high,0.784864,Left,5,116199
152,D00-SP,NULL,0.824849,6,NULL,low,0.197001,Left,2,123064
285,D00-SS,NULL,0.880134,6,NULL,medium,0.163842,Left,4,126446
255,D00-ENG,NULL,0.711271,2,NULL,low,0.717684,Left,3,124969
161,D00-IT,NULL,0.724802,6,NULL,medium,0.873566,Left,4,113600
252,D00-IT,NULL,0.919196,5,NULL,low,0.893365,Left,5,127785
151,D00-ENG,NULL,NULL,2,NULL,high,0.402517,Left,3,126625
239,D00-PD,NULL,0.96095,5,NULL,low,0.796385,Left,5,116315
289,D00-PD,NULL,0.889115,7,NULL,low,0.091955,Left,4,117336
275,D00-SS,NULL,0.900012,4,NULL,medium,0.829037,Left,5,111658
235,D00-ENG,NULL,0.820261,4,NULL,low,0.952426,Left,5,129755
132,D00-SS,NULL,0.538856,5,NULL,low,0.287958,Left,5,112394
157,D00-MT,NULL,0.534037,2,NULL,medium,0.435371,Left,3,121911
151,D00-SP,NULL,0.484848,2,NULL,low,0.389308,Left,3,123547
140,D00-SP,NULL,0.579844,2,NULL,low,0.362828,Left,3,123044
132,D00-IT,NULL,NULL,2,NULL,medium,0.358813,Left,3,116350
126,D00-SP,NULL,0.462934,2,NULL,medium,0.33578,Left,3,126220
150,D00-SS,NULL,0.479289,2,NULL,medium,0.429811,Left,3,112110
257,D00-FN,NULL,0.947391,5,NULL,medium,0.914286,Left,5,124574
157,D00-SS,NULL,0.549122,2,NULL,medium,0.440667,Left,3,125211
143,D00-ENG,NULL,0.530645,2,NULL,low,0.455337,Left,3,116423
136,D00-PD,NULL,NULL,2,NULL,medium,0.450594,Left,3,116018
257,D00-SP,NULL,0.854991,6,NULL,medium,0.137589,Left,4,122554
130,D00-SS,1,0.565241,2,NULL,medium,0.356063,Left,3,122630
224,D00-ENG,NULL,1,4,NULL,medium,0.833915,Left,5,116030
256,D00-IT,NULL,0.761846,6,NULL,low,0.122878,Left,4,127345
128,D00-IT,NULL,0.424956,2,NULL,low,0.453666,Left,3,119294
132,D00-ENG,NULL,NULL,2,NULL,low,0.315318,Left,3,114329
131,D00-ENG,NULL,0.474648,2,NULL,low,0.355895,Left,3,128386
160,D00-ENG,NULL,0.592517,2,NULL,medium,0.40883,Left,3,113696
265,D00-ENG,NULL,0.588614,6,NULL,low,0.47674,Left,3,128397
160,D00-SP,NULL,0.587317,2,NULL,low,0.428188,Left,3,125675
144,D00-IT,NULL,0.536439,2,NULL,medium,0.348476,Left,3,129723
128,D00-SP,NULL,NULL,2,NULL,low,0.479335,Left,3,128702
131,D00-SS,NULL,0.562548,2,NULL,low,0.426118,Left,3,111699
161,D00-IT,NULL,NULL,2,NULL,medium,0.449025,Left,3,129743
151,D00-IT,NULL,0.562491,2,NULL,medium,0.427357,Left,3,116924
154,NULL,NULL,0.460755,2,NULL,medium,0.334188,Left,3,125354
272,D00-PD,NULL,0.908528,6,NULL,medium,0.154145,Left,4,119649
246,NULL,NULL,0.850789,6,NULL,medium,0.0784158,Left,4,127380
129,D00-SS,NULL,0.587474,2,NULL,medium,0.472517,Left,3,125954
151,D00-PD,NULL,0.490706,2,NULL,low,0.37016,Left,3,116502
309,D00-ENG,NULL,0.833474,6,NULL,low,0.102102,Left,4,115248
148,NULL,NULL,0.504387,2,NULL,low,0.33269,Left,3,123219
309,D00-ENG,NULL,0.816079,7,NULL,low,0.0743596,Left,4,112770
254,D00-MT,NULL,0.870856,4,NULL,low,0.829746,Left,5,127799
128,D00-SS,NULL,0.456057,2,NULL,low,0.403237,Left,3,128122
296,D00-IT,NULL,0.726198,4,NULL,medium,0.532257,Left,2,128188
154,D00-IT,NULL,NULL,2,NULL,low,0.526101,Left,3,124491
148,D00-SP,NULL,0.587357,2,NULL,low,0.429558,Left,3,112231
250,D00-SS,NULL,0.835159,6,NULL,medium,0.0956002,Left,4,126249
157,D00-SS,NULL,0.581181,2,NULL,low,0.490337,Left,3,113819
157,D00-FN,NULL,0.483351,2,NULL,low,0.362352,Left,3,114976
258,D00-ENG,NULL,0.935781,4,NULL,medium,0.964426,Left,5,129463
137,D00-SP,NULL,0.465466,2,NULL,medium,0.378473,Left,3,122757
260,D00-ENG,NULL,0.98364,6,NULL,low,0.141194,Left,4,117074
144,D00-SS,NULL,0.558429,2,NULL,low,0.447427,Left,3,125736
246,D00-SS,NULL,0.86315,6,NULL,low,0.121288,Left,4,123856
308,D00-IT,NULL,0.827759,6,NULL,medium,0.120467,Left,4,112515
129,D00-ENG,NULL,0.487182,2,NULL,medium,0.395288,Left,3,119418
145,D00-ENG,NULL,0.512592,2,NULL,medium,0.374491,Left,3,117405
224,D00-FN,NULL,0.421574,7,NULL,medium,0.293154,Left,5,122159
137,D00-MT,NULL,0.512137,2,NULL,medium,0.389815,Left,3,128042
155,D00-SS,NULL,0.434123,2,NULL,low,0.439222,Left,3,123012
244,D00-IT,NULL,0.930708,6,NULL,medium,0.125593,Left,5,116629
131,NULL,NULL,0.521906,2,NULL,medium,0.418876,Left,3,122778
272,D00-SS,NULL,0.854549,7,NULL,medium,0.11795,Left,4,117879
270,D00-PD,NULL,0.838803,6,NULL,low,0.121467,Left,4,128953
149,D00-SS,NULL,0.441861,2,NULL,low,0.388757,Left,3,114684
225,D00-PD,NULL,0.861425,5,NULL,low,0.878312,Left,5,127999
153,D00-SP,NULL,0.530083,2,NULL,medium,0.415223,Left,3,122309
159,D00-SS,NULL,0.53486,2,NULL,low,0.44786,Left,3,113647
152,D00-PD,NULL,0.439785,2,NULL,low,0.340778,Left,3,117860
132,D00-ENG,NULL,0.513685,2,NULL,low,0.326522,Left,3,120747
135,D00-SS,NULL,0.48677,2,NULL,medium,0.432188,Left,3,110609
272,D00-SS,NULL,0.996387,4,NULL,medium,0.75132,Left,5,113980
255,D00-PR,NULL,0.824835,5,NULL,medium,0.890563,Left,5,119066
157,D00-SS,NULL,0.491066,2,NULL,medium,0.413604,Left,3,129314
266,D00-SP,NULL,0.971684,6,NULL,low,0.135719,Left,4,124771
278,D00-SS,NULL,0.766256,7,NULL,low,0.148642,Left,4,123988
153,D00-SP,NULL,0.58843,5,NULL,low,0.546395,Left,4,113162
243,D00-MT,NULL,0.980298,5,NULL,low,0.935405,Left,6,125842
301,D00-MT,NULL,0.921235,7,NULL,low,0.0593121,Left,4,126735
236,NULL,NULL,0.900681,5,NULL,low,0.85825,Left,5,128908
268,D00-IT,NULL,0.861395,6,NULL,medium,0.150083,Left,4,122510
148,D00-SS,NULL,NULL,2,NULL,low,0.360269,Left,3,118531
269,D00-FN,NULL,0.925054,6,NULL,medium,0.072857,Left,4,123131
216,D00-SS,NULL,0.51287,5,NULL,low,0.807773,Left,3,128269
254,D00-SP,NULL,0.947934,5,NULL,low,0.89426,Left,6,124719
263,NULL,NULL,0.864399,5,NULL,low,0.0906347,Left,4,110307
308,NULL,NULL,0.877051,7,NULL,medium,0.10985,Left,5,113551
254,D00-SS,NULL,1,5,NULL,low,0.794378,Left,5,112994
129,D00-MT,NULL,0.585855,2,NULL,high,0.479842,Left,3,120768
246,D00-ENG,NULL,0.84338,5,NULL,low,0.728477,Left,5,128476
148,D00-FN,NULL,0.538478,2,NULL,medium,0.46753,Left,3,119222
265,D00-SS,NULL,0.84983,6,NULL,medium,0.103796,Left,5,126838
160,D00-FN,NULL,0.542536,2,NULL,low,0.397755,Left,3,125938
243,D00-SP,NULL,1,5,NULL,medium,0.763319,Left,5,113653
279,D00-SP,NULL,0.868379,6,NULL,medium,0.1192,Left,4,124736
295,D00-FN,NULL,0.863272,6,NULL,low,0.056518,Left,4,115730
155,D00-PD,NULL,0.515638,2,NULL,medium,0.414536,Left,3,126870
258,D00-PD,NULL,0.813774,7,NULL,low,0.146593,Left,4,127908
129,D00-SS,NULL,0.543718,2,NULL,low,0.432276,Left,3,122696
270,D00-SS,NULL,0.992405,5,NULL,low,0.881872,Left,5,128178
273,D00-SP,NULL,0.955133,4,NULL,medium,0.832521,Left,6,125693
129,D00-MT,NULL,0.539119,2,NULL,high,0.429893,Left,3,129788
274,D00-SS,NULL,0.875093,5,NULL,low,0.779126,Left,5,113543
274,D00-SS,NULL,0.796809,6,NULL,low,0.119996,Left,4,112794
279,D00-ENG,NULL,0.782689,5,NULL,low,0.0609149,Left,4,126392
266,D00-SP,NULL,0.911874,5,NULL,medium,0.730274,Left,5,127097
303,D00-SS,NULL,0.817033,6,NULL,medium,0.0842225,Left,4,112935
136,NULL,NULL,NULL,2,NULL,medium,0.420815,Left,3,118877
245,D00-SS,NULL,0.872162,5,NULL,medium,0.763535,Left,5,124416
